pour_temp,spin_rpm,carbon_pct,silicon_pct,cooling_sec,flow_rate,mold_type,quality_score,reject
1421.2,1155,3.154,2.939,57.2,0.85,Permanent,91.28,0
1394.5,1126,3.05,1.794,104.9,2.16,Sand,68.2,0
1430.6,1462,3.959,2.574,80.5,1.85,Sand,64.67,1
1505.8,958,2.936,2.346,94.3,1.47,Permanent,62.21,1
1348.1,932,3.812,2.698,98.8,0.41,Sand,54.67,1
1525.8,1154,3.417,1.659,93.9,2.58,Permanent,58.29,1
1528.7,698,2.903,2.789,53.0,2.22,Sand,24.48,1
1453.6,762,3.439,2.506,34.9,2.44,Permanent,55.35,1
1403.0,1453,4.073,2.724,50.2,1.8,Permanent,61.87,1
1382.4,1144,3.44,2.23,25.6,1.7,Permanent,73.88,0
1392.5,717,3.227,2.807,119.6,2.58,Die,45.67,1
1349.5,1090,4.004,2.724,118.2,0.88,Permanent,61.42,1
1430.3,1048,2.997,1.687,131.6,2.42,Die,72.86,0
1350.9,896,3.808,3.043,28.8,1.84,Permanent,56.49,1
1476.5,1022,3.196,3.052,128.7,2.27,Permanent,71.82,0
1410.7,838,3.75,3.071,69.2,2.18,Permanent,67.37,0
1377.9,1099,3.066,1.568,74.9,2.58,Permanent,70.24,0
1443.5,1059,2.958,2.672,75.1,1.62,Die,89.03,0
1525.0,1258,3.717,2.488,137.1,2.16,Die,44.1,1
1472.1,1592,3.353,3.058,21.8,0.46,Permanent,39.87,1
1433.4,835,4.087,2.435,92.6,1.08,Permanent,72.15,0
1487.6,1067,3.574,2.564,51.2,2.3,Permanent,63.85,1
1480.1,1212,2.965,1.492,138.8,0.51,Sand,39.45,1
1509.4,1197,3.069,1.956,94.6,1.48,Permanent,60.39,1
1378.9,1311,3.979,2.473,22.0,1.47,Permanent,61.31,1
1503.2,918,2.985,1.91,103.4,1.6,Sand,52.07,1
1397.2,1285,3.547,2.13,80.8,0.49,Permanent,75.15,0
1518.8,851,2.921,2.852,128.1,2.52,Permanent,41.56,1
1393.4,775,3.762,3.048,113.4,1.56,Permanent,56.65,1
1516.1,1482,3.068,3.067,107.4,2.4,Permanent,48.68,1
1523.1,1124,3.116,2.258,46.1,2.23,Sand,43.55,1
1367.6,1047,3.239,2.185,120.4,1.0,Permanent,67.68,0
1525.2,1579,2.904,2.136,137.4,2.17,Die,13.78,1
1356.3,1360,3.529,1.404,91.2,1.96,Sand,58.0,1
1381.5,1327,4.065,2.452,41.0,2.51,Die,56.59,1
1424.4,844,3.734,1.503,97.5,1.86,Die,77.36,0
1528.8,859,4.043,2.958,106.6,2.57,Sand,36.87,1
1432.8,1133,3.057,1.962,39.4,0.53,Die,74.55,0
1444.6,1302,3.189,2.273,46.9,2.12,Die,69.19,0
1471.9,1045,3.317,2.937,76.4,2.36,Die,84.28,0
1524.0,714,3.791,2.602,116.8,1.53,Permanent,34.81,1
1488.8,1333,4.095,1.617,121.9,1.83,Sand,53.41,1
1382.6,1424,3.928,2.577,108.1,2.38,Die,55.41,1
1397.6,1594,3.603,2.413,22.8,1.69,Sand,37.78,1
1358.5,1059,3.602,2.738,85.2,1.39,Permanent,77.41,0
1462.4,908,3.824,1.539,46.6,0.45,Permanent,67.74,0
1374.3,1576,3.126,3.031,124.6,1.52,Sand,48.83,1
1388.9,1365,3.887,1.506,103.4,1.47,Sand,65.56,0
1508.7,714,3.786,2.195,131.0,2.49,Sand,37.74,1
1402.1,1230,2.982,2.574,115.1,1.33,Sand,74.57,0
1447.7,679,2.95,2.628,85.0,1.72,Permanent,62.07,1
1415.5,877,3.085,1.849,94.0,1.38,Permanent,82.02,0
1354.1,721,3.684,2.49,28.2,0.54,Sand,31.99,1
1408.9,855,4.045,1.488,95.1,1.46,Die,73.44,0
1417.5,1140,3.034,1.986,26.8,2.5,Permanent,73.15,0
1510.2,949,3.631,2.987,81.6,1.02,Die,60.22,1
1401.6,738,3.614,2.179,123.4,1.86,Sand,62.48,1
1412.1,1132,3.104,2.855,47.3,1.41,Permanent,88.76,0
1488.8,1358,3.216,1.648,78.0,1.13,Sand,50.62,1
1484.2,703,3.547,2.175,29.4,1.87,Permanent,59.3,1
1491.7,1532,3.303,2.438,55.3,0.6,Sand,44.31,1
1521.2,1303,3.09,1.929,126.3,1.66,Permanent,47.97,1
1491.2,1169,3.416,3.065,33.8,1.19,Permanent,70.84,0
1417.4,1046,3.008,2.266,69.6,0.56,Permanent,84.73,0
1496.1,1043,3.596,1.872,46.1,2.22,Die,74.5,0
1436.6,986,3.073,2.527,130.5,2.09,Sand,68.38,0
1392.8,766,3.775,2.838,99.8,2.15,Permanent,64.92,1
1397.6,729,3.557,1.952,83.1,0.56,Permanent,70.0,0
1382.5,959,2.994,2.168,110.5,1.05,Sand,59.03,1
1367.5,1317,3.167,3.01,77.9,1.51,Sand,62.33,1
1375.1,938,3.415,1.633,91.5,2.47,Sand,66.91,0
1352.0,1462,3.373,1.725,103.5,1.79,Die,48.15,1
1508.8,1030,3.891,3.098,74.0,1.29,Sand,64.01,1
1516.9,1281,3.653,2.145,68.5,1.92,Die,62.36,1
1451.5,1082,3.964,2.35,31.8,0.74,Permanent,73.6,0
1499.7,1148,3.562,2.275,138.9,1.84,Sand,64.95,1
1374.9,900,3.278,2.473,70.3,2.33,Sand,63.32,1
1511.3,1164,2.938,2.16,92.7,2.3,Sand,52.87,1
1436.2,761,3.153,1.999,31.3,2.51,Sand,50.28,1
1352.8,1037,3.209,2.036,94.7,0.73,Permanent,62.23,1
1366.8,1098,3.009,2.456,106.2,2.28,Sand,71.67,0
1398.7,1354,3.536,2.136,110.0,1.65,Permanent,75.53,0
1348.3,1050,3.665,2.116,124.8,0.43,Die,56.05,1
1398.8,1315,2.961,1.951,69.0,1.99,Sand,64.71,1
1351.4,825,3.314,2.802,62.8,1.45,Sand,59.77,1
1384.8,675,2.933,1.677,78.0,0.76,Die,45.38,1
1390.5,1156,3.775,2.429,115.5,1.28,Die,74.67,0
1528.9,1124,3.499,3.052,88.2,1.35,Permanent,65.38,0
1384.8,1320,3.73,1.73,132.0,2.21,Sand,60.49,1
1385.4,964,3.643,2.109,84.4,2.22,Permanent,78.11,0
1470.5,680,3.925,2.62,41.6,2.26,Sand,36.53,1
1503.3,1374,3.953,2.132,131.6,2.08,Permanent,46.28,1
1413.5,1592,3.571,1.417,89.6,2.04,Permanent,62.57,1
1506.4,1044,3.455,2.604,88.4,1.93,Permanent,71.86,0
1404.6,1261,4.089,2.619,90.2,1.92,Sand,74.84,0
1377.4,1195,3.132,2.682,67.8,1.02,Permanent,77.68,0
1402.6,1216,3.667,2.266,136.0,1.83,Permanent,71.27,0
1455.8,1517,3.644,1.916,28.5,0.76,Permanent,61.25,1
1409.8,1386,4.048,2.727,62.1,1.06,Permanent,67.57,0
1467.8,1420,3.013,1.854,85.3,1.43,Die,59.81,1
1385.0,740,4.037,1.743,83.7,2.6,Sand,48.21,1
1473.2,797,3.817,1.854,87.1,2.05,Sand,61.04,1
1406.0,1313,3.055,1.832,119.0,2.09,Die,52.75,1
1426.6,1190,3.134,1.993,34.8,0.83,Permanent,78.75,0
1446.0,1424,3.231,3.09,129.9,1.84,Permanent,59.94,1
1470.4,743,3.713,1.584,92.6,1.01,Permanent,66.88,0
1385.4,1216,3.798,2.146,21.2,0.94,Permanent,70.93,0
1498.8,1136,3.785,2.954,67.5,1.42,Sand,63.37,1
1477.2,1505,3.683,1.412,41.7,1.97,Permanent,52.6,1
1384.5,837,3.061,2.956,68.8,0.69,Permanent,67.99,0
1525.2,999,2.952,1.572,106.1,1.83,Permanent,52.53,1
1466.3,800,3.233,2.156,54.3,0.45,Die,61.98,1
1426.0,1102,3.621,1.773,51.2,2.37,Sand,75.81,0
1369.9,1531,3.324,2.527,66.5,1.25,Permanent,57.27,1
1441.3,1320,3.92,3.073,36.1,0.44,Sand,53.0,1
1371.3,1394,3.885,2.721,137.8,2.16,Permanent,51.82,1
1421.6,743,3.162,2.68,99.4,0.96,Permanent,77.49,0
1417.7,1102,3.691,2.196,139.0,0.86,Sand,80.4,0
1476.8,1489,3.896,2.379,79.7,0.97,Die,56.61,1
1376.6,1487,3.98,2.308,130.0,0.48,Sand,38.52,1
1496.2,1638,3.413,2.025,109.2,2.57,Permanent,37.57,1
1402.0,1176,3.989,3.047,128.8,2.45,Permanent,58.41,1
1424.4,652,3.789,2.902,114.2,1.93,Sand,57.94,1
1486.7,1549,3.256,2.915,25.5,2.1,Sand,36.98,1
1458.8,1606,3.31,1.843,66.4,0.88,Sand,43.85,1
1398.5,1578,3.067,2.674,78.9,2.3,Die,50.98,1
1413.4,1422,3.355,2.349,90.0,2.12,Sand,75.03,0
1398.1,862,3.337,2.374,100.5,1.31,Sand,75.65,0
1453.0,789,3.649,1.683,21.9,0.63,Sand,47.93,1
1403.2,1351,3.268,2.173,49.1,2.59,Permanent,63.62,1
1477.9,790,3.405,2.238,131.4,1.13,Permanent,51.58,1
1450.2,1603,3.058,2.568,82.2,1.8,Permanent,64.09,1
1367.7,1096,3.778,2.423,107.3,1.82,Permanent,75.76,0
1399.0,681,2.949,1.818,33.7,2.34,Permanent,44.24,1
1382.1,801,3.798,1.51,40.3,1.89,Sand,55.11,1
1414.2,940,3.114,2.834,77.8,1.4,Sand,79.22,0
1438.0,1354,4.077,2.449,117.1,0.98,Permanent,60.81,1
1436.3,1387,4.087,2.351,106.5,1.5,Sand,65.12,0
1483.4,863,4.093,1.713,55.3,1.9,Permanent,62.47,1
1375.9,1299,2.916,3.021,104.7,1.54,Sand,65.35,0
1519.8,682,3.16,2.587,66.3,2.43,Permanent,39.15,1
1405.1,753,3.564,2.526,76.1,1.56,Sand,70.38,0
1397.0,1185,3.781,2.032,22.5,1.51,Die,76.67,0
1470.2,1354,3.879,2.251,28.0,1.69,Die,63.89,1
1493.0,1564,3.063,2.694,75.7,1.98,Permanent,51.8,1
1411.9,1088,3.927,2.013,108.4,1.27,Sand,84.15,0
1481.9,770,3.739,3.01,24.2,2.33,Permanent,44.77,1
1507.9,1579,3.248,2.05,129.7,2.2,Permanent,30.05,1
1485.7,1087,2.91,2.011,137.3,1.29,Sand,58.66,1
1346.5,1147,3.996,2.192,78.2,0.71,Permanent,62.29,1
1497.2,1504,3.138,2.386,101.3,2.43,Die,43.4,1
1487.2,1236,3.337,2.099,92.8,0.56,Sand,63.63,1
1467.2,951,3.92,1.677,53.6,0.96,Sand,64.29,1
1484.4,1191,3.696,2.112,75.2,0.71,Die,71.83,0
1526.1,1275,3.059,2.462,48.7,2.39,Sand,39.21,1
1421.9,1540,4.075,1.516,121.8,1.96,Permanent,61.45,1
1352.8,885,3.283,2.93,28.2,2.29,Die,53.16,1
1427.6,1209,3.614,2.297,81.3,0.9,Sand,89.12,0
1348.8,1570,3.654,2.337,31.8,2.14,Permanent,46.29,1
1395.9,695,3.581,2.528,27.9,1.47,Permanent,61.19,1
1451.5,845,3.595,1.96,49.5,2.3,Sand,69.08,0
1398.8,996,3.191,1.926,86.3,1.16,Permanent,75.13,0
1470.2,1328,4.052,1.817,106.5,1.94,Permanent,59.9,1
1496.2,1492,3.485,2.848,63.5,1.06,Permanent,54.36,1
1419.9,849,3.068,2.43,62.7,0.61,Permanent,73.39,0
1511.0,897,3.919,1.458,116.3,1.87,Sand,53.49,1
1355.2,1473,3.077,1.958,105.4,1.03,Die,39.25,1
1499.6,798,3.935,1.558,129.9,0.45,Permanent,49.69,1
1497.4,911,3.572,1.638,121.6,1.62,Sand,59.55,1
1401.2,1383,2.953,2.444,40.9,2.46,Sand,48.12,1
1396.8,816,3.047,1.512,131.6,0.58,Die,47.59,1
1398.0,1478,4.032,2.988,117.3,0.76,Sand,50.62,1
1494.2,1141,3.054,2.626,51.6,2.45,Die,66.01,0
1498.0,1098,3.604,2.888,95.6,2.08,Permanent,72.68,0
1402.6,785,3.277,3.091,48.3,1.79,Permanent,69.88,0
1452.6,1330,3.857,1.884,101.3,2.22,Die,66.22,0
1366.4,1534,3.853,2.678,104.7,1.74,Sand,51.75,1
1429.1,1342,3.857,2.427,139.7,0.66,Sand,55.83,1
1529.8,967,3.149,3.008,116.0,1.49,Permanent,58.91,1
1370.2,1349,3.753,2.626,21.0,1.65,Permanent,59.44,1
1520.0,1160,3.01,2.322,121.2,2.34,Permanent,53.16,1
1496.6,1504,2.992,1.471,58.7,1.52,Die,51.37,1
1524.7,1110,3.391,1.991,87.8,1.52,Die,67.88,0
1374.1,887,3.617,1.801,51.3,1.62,Sand,55.9,1
1380.6,751,3.276,1.707,33.0,0.64,Permanent,55.56,1
1343.2,931,3.266,2.098,39.9,2.34,Die,54.27,1
1477.7,1214,2.99,2.266,68.1,1.33,Die,69.5,0
1462.4,820,3.135,2.118,139.9,2.19,Permanent,55.62,1
1373.8,690,3.632,1.868,99.7,1.61,Permanent,65.52,0
1490.3,1099,3.717,2.585,136.0,1.93,Sand,71.91,0
1396.8,997,3.989,1.912,27.4,1.03,Sand,67.53,0
1365.6,1070,3.35,2.273,76.2,1.96,Die,81.87,0
1420.3,1104,3.184,2.805,89.4,0.59,Sand,88.7,0
1357.3,1416,3.763,2.084,62.0,0.85,Die,55.15,1
1390.0,1611,3.708,3.079,46.4,2.18,Permanent,44.38,1
1410.6,912,3.23,2.058,74.4,1.84,Permanent,84.84,0
1501.9,1592,3.823,1.999,119.6,0.81,Die,32.47,1
1490.6,878,3.141,2.147,68.8,1.3,Sand,58.39,1
1424.1,1405,3.317,1.99,109.7,1.95,Die,62.17,1
1477.7,1331,3.194,2.53,136.7,1.78,Die,59.44,1
1448.0,702,3.679,2.705,79.1,1.14,Permanent,69.0,0
1404.8,1375,3.49,1.872,54.2,2.41,Permanent,66.59,0
1477.9,1551,3.781,1.625,55.9,1.83,Permanent,56.79,1
1469.9,1580,3.029,2.514,63.8,0.5,Sand,42.4,1
1457.6,1335,3.208,1.757,91.5,1.46,Permanent,76.44,0
1457.4,1437,3.482,2.386,133.9,1.6,Sand,63.57,1
1469.8,722,2.968,2.381,46.7,1.65,Permanent,49.19,1
1413.1,811,3.778,1.934,40.8,1.41,Permanent,76.24,0
1505.1,912,3.238,2.539,137.4,1.19,Permanent,55.7,1
1370.8,1181,3.625,2.255,26.2,0.78,Permanent,68.46,0
1507.9,1036,3.982,1.404,135.7,1.0,Permanent,59.53,1
1405.0,1307,3.204,2.458,111.9,0.93,Sand,59.69,1
1363.8,1096,3.796,1.941,48.3,1.77,Permanent,78.49,0
1454.0,1425,3.66,2.392,57.4,1.38,Permanent,75.34,0
1411.4,1364,3.116,2.206,22.8,0.5,Permanent,61.41,1
1494.9,1397,3.78,2.613,90.5,0.5,Permanent,58.07,1
1421.8,1479,2.974,1.656,127.8,1.38,Permanent,61.8,1
1467.0,1484,3.523,2.081,26.9,0.56,Permanent,48.92,1
1398.6,1430,3.043,2.013,43.3,2.57,Die,55.84,1
1379.8,716,3.724,2.498,95.3,1.13,Sand,55.47,1
1413.7,1273,3.265,2.005,78.1,0.76,Permanent,79.89,0
1455.3,670,3.867,1.55,108.7,0.7,Sand,55.25,1
1464.8,1394,3.487,1.913,89.9,0.79,Permanent,69.77,0
1449.9,711,2.997,2.96,40.8,0.98,Sand,52.24,1
1527.7,1633,3.618,2.878,118.2,0.8,Sand,19.2,1
1471.3,1264,2.916,1.495,29.8,0.98,Permanent,56.98,1
1517.0,832,3.253,2.656,128.1,1.71,Die,48.65,1
1362.4,1118,3.223,2.125,65.2,1.09,Sand,64.41,1
1351.7,1477,4.077,2.394,97.5,0.5,Sand,40.26,1
1399.1,830,3.193,2.2,115.6,0.89,Die,55.57,1
1366.0,1187,3.712,2.659,40.5,0.93,Permanent,72.25,0
1439.9,654,3.209,1.957,50.2,0.48,Permanent,59.64,1
1438.6,1438,2.995,2.601,101.5,2.16,Permanent,67.26,0
1449.3,845,2.975,2.406,53.0,1.62,Die,68.35,0
1481.6,1037,4.011,2.896,43.6,2.48,Permanent,60.48,1
1524.6,1180,3.016,2.198,45.0,2.25,Permanent,55.34,1
1506.9,795,3.898,2.204,79.8,1.48,Sand,55.21,1
1362.5,1577,3.552,1.587,53.6,2.26,Die,50.97,1
1404.3,1119,3.418,1.491,65.0,0.57,Die,87.74,0
1388.6,882,4.096,2.161,79.9,1.91,Permanent,75.48,0
1373.6,1385,3.969,2.31,31.3,1.07,Permanent,54.9,1
1443.5,1544,3.186,1.639,103.9,0.92,Permanent,47.91,1
1445.1,1563,3.619,2.9,75.5,1.47,Die,65.55,0
1383.2,1081,3.09,1.648,135.4,1.51,Permanent,69.3,0
1475.3,1009,3.617,2.456,97.7,2.24,Die,68.62,0
1479.3,1579,3.051,2.531,41.1,1.17,Permanent,42.1,1
1344.0,703,3.653,2.039,116.8,2.5,Sand,39.69,1
1415.2,1401,4.067,1.547,67.0,0.77,Sand,66.47,0
1509.1,828,3.598,2.104,119.6,1.28,Permanent,58.9,1
1438.9,1116,3.051,1.516,78.4,1.22,Sand,84.3,0
1406.0,1604,3.86,1.432,88.0,2.29,Permanent,59.62,1
1388.2,1231,3.299,2.509,115.3,2.59,Permanent,66.26,0
1386.2,1173,3.013,2.239,24.6,1.18,Die,71.21,0
1359.0,712,3.687,1.509,38.9,1.56,Die,58.16,1
1495.3,927,3.897,2.422,20.7,2.48,Permanent,48.25,1
1356.5,653,3.479,1.724,108.4,1.01,Sand,41.82,1
1395.5,1525,4.018,2.421,23.5,0.94,Die,51.33,1
1348.7,1295,3.719,2.755,87.9,0.68,Permanent,60.22,1
1488.5,768,3.65,2.594,132.9,1.12,Sand,54.4,1
1347.5,1013,3.324,2.211,60.3,1.73,Permanent,70.24,0
1398.6,1461,3.274,1.442,69.3,0.41,Permanent,62.8,1
1448.9,790,3.24,2.512,111.8,0.89,Permanent,69.16,0
1417.8,880,4.05,3.041,84.0,2.11,Die,67.01,0
1393.6,1191,3.681,1.597,108.0,1.58,Permanent,80.83,0
1392.3,795,3.613,1.582,99.8,1.79,Permanent,63.95,1
1491.6,1033,3.284,2.634,67.1,2.09,Sand,64.7,1
1525.1,1632,3.325,2.651,21.7,0.75,Permanent,28.58,1
1406.1,1194,3.235,2.716,116.8,1.4,Permanent,81.9,0
1347.4,1352,3.088,3.047,110.8,2.3,Permanent,52.46,1
1346.9,1313,4.004,1.561,53.7,0.62,Sand,47.0,1
1484.3,862,3.599,1.984,62.3,2.56,Die,58.96,1
1445.0,1496,3.78,1.93,58.0,1.64,Permanent,70.26,0
1488.9,772,3.47,1.793,68.3,1.77,Die,57.4,1
1472.5,1572,2.968,2.546,128.9,0.42,Sand,36.06,1
1512.4,866,3.464,1.974,128.1,0.67,Sand,46.26,1
1508.3,1605,2.951,1.635,138.3,2.59,Die,14.1,1
1489.8,1448,4.035,2.527,69.6,2.5,Sand,38.06,1
1430.3,821,3.311,1.692,117.3,1.14,Permanent,69.51,0
1398.5,810,3.085,2.885,69.3,2.59,Sand,62.27,1
1436.3,735,3.172,2.74,129.3,0.63,Sand,56.83,1
1435.4,897,3.993,2.631,120.0,0.52,Die,59.42,1
1456.0,1309,3.149,1.979,48.8,1.3,Sand,60.8,1
1375.4,1170,3.06,2.575,75.5,1.26,Sand,70.05,0
1464.6,1263,3.641,2.482,45.2,0.57,Die,74.33,0
1426.8,681,3.013,1.901,75.9,0.91,Sand,53.84,1
1457.8,730,3.466,1.536,110.9,0.65,Permanent,55.89,1
1385.5,1342,3.714,2.737,34.6,0.65,Permanent,58.2,1
1422.5,1498,3.068,1.44,39.8,2.38,Permanent,52.94,1
1379.9,1009,3.835,1.762,118.9,1.61,Sand,70.68,0
1506.3,816,3.415,1.912,29.9,1.64,Sand,40.4,1
1432.7,958,3.754,1.612,68.4,0.87,Die,80.35,0
1382.7,1062,3.204,1.677,132.9,1.08,Die,62.26,1
1347.8,1280,3.424,1.48,64.2,1.97,Permanent,68.15,0
1468.4,1059,3.472,3.041,39.0,1.79,Sand,67.74,0
1380.8,1547,3.255,2.481,111.9,1.54,Permanent,51.3,1
1528.0,1051,3.849,2.688,128.1,1.0,Permanent,50.71,1
1441.4,831,3.113,2.014,77.0,2.04,Permanent,68.34,0
1394.9,898,3.696,2.653,26.2,0.66,Sand,60.54,1
1465.0,1115,4.019,2.39,119.7,1.08,Permanent,70.4,0
1392.3,1432,3.905,2.71,66.9,2.3,Sand,54.0,1
1495.9,1519,3.817,2.691,129.4,1.93,Permanent,39.5,1
1398.6,835,3.071,2.517,30.9,1.94,Die,60.46,1
1527.8,653,3.811,2.592,35.3,0.77,Permanent,35.56,1
1455.0,1519,3.35,2.136,135.8,0.95,Sand,54.37,1
1500.4,878,3.024,2.334,64.7,1.4,Permanent,61.95,1
1353.8,1472,3.737,1.731,128.4,0.65,Permanent,48.87,1
1406.2,1201,2.979,1.974,97.1,1.73,Permanent,74.55,0
1480.1,1054,3.358,2.392,87.1,2.31,Sand,75.48,0
1464.5,797,3.932,1.907,124.3,1.27,Permanent,62.25,1
1376.9,1322,3.724,2.195,85.7,1.86,Sand,67.65,0
1407.7,1468,3.521,2.551,112.3,0.91,Sand,68.0,0
1390.1,1111,3.959,3.062,39.1,1.97,Permanent,65.09,0
1456.5,1096,3.799,2.353,129.6,1.07,Permanent,74.71,0
1405.5,1405,3.464,2.457,26.6,1.99,Die,66.01,0
1398.7,1150,3.797,1.525,118.8,2.13,Sand,77.3,0
1379.4,1436,3.96,2.147,91.8,0.72,Permanent,58.27,1
1417.7,704,3.072,2.561,39.3,0.69,Sand,54.86,1
1377.1,1508,3.14,1.752,90.5,0.78,Sand,48.68,1
1522.9,912,3.771,1.709,137.2,2.27,Die,43.16,1
1369.4,819,3.104,3.044,42.2,1.59,Permanent,66.56,0
1513.5,682,3.1,1.459,102.3,1.75,Sand,35.4,1
1421.4,1484,3.687,2.965,34.4,1.96,Permanent,64.44,1
1411.8,710,3.543,2.982,56.8,1.7,Permanent,71.5,0
1384.0,1604,3.808,2.609,52.0,2.19,Die,49.96,1
1460.8,1215,3.283,1.519,106.6,1.07,Sand,67.15,0
1470.3,1349,3.63,2.258,39.0,0.79,Permanent,66.43,0
1428.8,1375,3.976,1.612,121.9,0.57,Permanent,72.42,0
1350.6,943,3.984,1.459,30.0,0.62,Permanent,60.51,1
1514.5,1456,3.684,2.672,36.6,1.3,Permanent,47.3,1
1526.3,1596,2.928,2.717,114.5,2.42,Sand,21.0,1
1421.9,1020,3.534,1.617,68.1,1.36,Permanent,91.88,0
1456.6,1485,2.982,2.419,139.1,1.59,Die,53.62,1
1425.6,1422,4.088,3.004,48.2,1.3,Sand,55.32,1
1401.2,1240,4.096,1.715,77.2,1.29,Sand,77.24,0
1354.7,1018,3.039,2.541,94.0,2.52,Sand,58.36,1
1426.7,1065,3.447,3.081,103.4,1.93,Die,82.45,0
1495.5,958,3.933,2.084,43.4,1.35,Sand,61.22,1
1343.2,1076,3.039,1.495,93.5,1.33,Sand,64.19,1
1450.6,1640,3.563,1.986,48.9,1.48,Sand,51.02,1
1507.3,1013,3.14,2.995,82.0,1.84,Sand,72.43,0
1381.3,1316,3.483,2.089,102.2,1.38,Sand,67.63,0
1374.8,970,3.143,2.384,95.6,2.42,Sand,65.63,0
1486.7,1117,3.536,1.505,87.3,0.65,Die,65.04,0
1388.5,734,3.394,2.693,137.7,1.06,Die,56.51,1
1376.5,1413,3.373,2.693,99.9,1.52,Die,64.89,1
1411.8,1311,3.092,2.395,77.6,2.0,Permanent,79.39,0
1414.6,997,3.692,1.577,137.2,1.63,Permanent,80.29,0
1506.1,1175,2.984,2.392,29.3,1.65,Permanent,69.0,0
1457.5,1522,4.021,1.405,58.2,2.24,Sand,54.48,1
1417.1,694,2.971,3.055,49.5,1.09,Die,69.48,0
1441.5,1580,3.394,2.473,45.8,0.61,Permanent,57.0,1
1521.3,1121,3.244,1.599,95.5,1.48,Sand,58.09,1
1361.5,1510,3.562,1.426,24.5,0.97,Sand,35.35,1
1379.5,1511,2.93,1.802,45.7,2.32,Sand,42.27,1
1522.9,709,3.427,2.75,44.2,1.39,Die,57.18,1
1521.9,1432,3.804,1.977,107.3,1.42,Permanent,41.3,1
1373.7,1383,3.869,2.816,54.5,1.17,Die,61.92,1
1367.6,693,4.021,1.715,84.7,1.91,Sand,60.34,1
1420.0,1591,3.03,2.884,29.7,0.46,Permanent,60.92,1
1349.4,1285,3.565,2.298,108.5,1.04,Sand,58.3,1
1464.4,818,3.382,2.776,74.9,0.42,Die,63.42,1
1354.7,773,3.677,1.777,119.3,0.95,Die,45.8,1
1351.0,1212,3.898,2.674,122.8,2.02,Die,47.78,1
1432.2,709,3.619,3.01,50.1,2.06,Die,59.7,1
1522.0,814,3.175,2.045,25.3,1.07,Permanent,39.19,1
1421.1,1598,3.286,2.957,96.2,2.48,Permanent,60.82,1
1407.7,1395,3.971,1.572,85.9,2.23,Permanent,68.69,0
1529.6,1263,3.706,2.146,43.7,1.23,Permanent,59.25,1
1441.1,859,3.615,1.828,78.2,1.61,Sand,75.19,0
1411.3,869,3.067,1.835,52.9,1.84,Die,70.43,0
1413.3,1096,3.31,2.04,40.8,0.63,Permanent,81.55,0
1377.0,1404,3.288,2.3,49.4,1.7,Permanent,61.55,1
1437.3,654,2.931,1.937,53.2,2.16,Permanent,58.81,1
1423.4,694,4.015,2.014,107.0,1.9,Permanent,67.46,0
1391.5,1520,3.298,2.163,110.3,1.58,Permanent,59.35,1
1370.5,1464,3.023,1.805,138.5,1.85,Die,35.98,1
1399.1,1345,3.493,2.767,58.1,0.42,Sand,62.69,1
1436.6,1150,3.438,2.73,53.3,1.08,Die,88.87,0
1351.1,795,3.92,2.006,100.9,2.25,Sand,48.69,1
1369.2,752,3.86,2.384,124.7,0.88,Sand,51.18,1
1520.1,1555,3.838,1.631,116.5,1.93,Permanent,41.86,1
1443.1,1033,4.019,2.805,57.5,0.71,Permanent,74.22,0
1352.1,1346,3.349,2.688,36.8,0.66,Permanent,53.45,1
1471.7,1106,3.607,2.992,49.2,1.9,Permanent,79.36,0
1351.7,1381,3.703,2.735,48.9,1.09,Permanent,55.46,1
1480.4,843,3.467,2.342,71.3,1.71,Permanent,67.46,0
1482.5,1135,3.193,2.035,69.3,1.57,Sand,70.76,0
1463.7,1027,3.979,1.986,23.9,2.49,Die,62.97,1
1479.1,895,3.981,1.489,90.5,2.42,Sand,65.9,0
1356.7,1248,3.821,2.501,35.3,0.68,Permanent,54.26,1
1478.1,1187,3.315,2.887,128.9,0.75,Permanent,62.92,1
1366.0,1146,2.903,2.53,115.1,1.0,Permanent,60.09,1
1404.5,1241,3.489,2.018,23.8,1.89,Sand,60.65,1
1519.1,793,3.53,3.026,90.6,0.98,Permanent,48.66,1
1435.5,1021,3.486,2.324,92.5,1.75,Sand,86.64,0
1523.8,975,3.016,2.224,94.6,1.67,Permanent,56.58,1
1356.9,1419,3.845,1.637,88.5,1.52,Sand,62.25,1
1430.7,686,3.539,1.642,45.6,0.54,Permanent,61.57,1
1351.9,932,3.166,2.044,97.5,1.52,Sand,59.89,1
1459.7,1568,4.048,2.432,122.9,1.62,Die,49.38,1
1355.0,950,3.262,1.717,54.2,1.86,Permanent,61.33,1
1373.3,802,3.358,2.992,139.7,2.36,Sand,47.99,1
1389.2,1407,3.382,1.797,49.5,2.44,Sand,52.46,1
1482.3,698,3.382,3.029,139.5,1.18,Permanent,46.67,1
1371.2,1076,3.671,2.077,61.3,1.43,Die,82.09,0
1500.9,1505,3.241,1.814,68.3,1.85,Permanent,56.03,1
1365.1,1604,3.984,1.724,131.4,2.13,Permanent,43.56,1
1346.7,899,3.587,2.994,58.8,2.02,Sand,58.02,1
1415.1,946,3.956,2.364,95.0,0.65,Permanent,76.66,0
1526.1,1217,4.001,1.448,37.9,1.5,Die,60.63,1
1361.0,877,3.822,2.348,77.8,0.58,Permanent,63.95,1
