carbon_pct,silicon_pct,manganese_pct,phosphorus_pct,magnesium_added_pct,treatment_time_min,rpm,mold_diameter_m,pour_temp_c,mold_preheat_c,wall_thickness_mm,mold_type,mold_enc,carbon_equivalent,liquidus_temp_c,superheat_c,G_factor,Mg_effective_pct,nodularity_index,solidification_time_s,cooling_rate_cs,quality_score,reject
3.22,2.767,0.318,0.0627,0.0412,11.5,1586,0.06,1502.6,114.4,19.7,Sand,1,4.1633,1437.7,64.9,167.28,0.03274,0.366,58.44,23.75,81.85,0
3.775,1.905,0.326,0.0181,0.0606,5.7,793,0.093,1558.4,210.4,32.6,Permanent,0,4.4164,1429.1,129.4,65.2,0.05411,0.657,106.16,12.7,100.0,0
4.016,2.062,0.451,0.0246,0.0362,5.7,351,0.096,1472.4,51.1,53.6,Die,2,4.7119,1421.0,51.4,13.21,0.03234,0.403,230.26,6.17,74.34,0
3.449,2.033,0.365,0.0328,0.0411,6.6,556,0.14,1552.2,251.9,35.6,Permanent,0,4.1374,1437.2,115.0,48.36,0.03601,0.436,126.93,10.24,100.0,0
3.318,2.076,0.373,0.0144,0.0566,2.9,556,0.09,1539.1,261.2,59.5,Permanent,0,4.0152,1440.5,98.6,31.09,0.05349,0.717,354.61,3.6,96.79,0
3.313,2.108,0.496,0.047,0.0443,7.3,693,0.139,1516.4,196.2,50.9,Permanent,0,4.0315,1440.4,76.1,74.41,0.03831,0.526,258.83,5.1,92.97,0
3.846,1.67,0.38,0.0435,0.0205,14.9,1444,0.094,1451.6,123.6,61.1,Die,2,4.4169,1429.0,22.7,219.22,0.01518,0.194,298.87,4.44,42.51,1
3.329,2.444,0.347,0.0454,0.0715,4.9,827,0.084,1504.5,178.0,38.4,Permanent,0,4.1587,1437.2,67.3,64.63,0.06488,0.698,147.5,8.99,98.71,0
3.239,1.765,0.497,0.0482,0.0355,8.0,1320,0.218,1568.3,75.9,46.4,Permanent,0,3.8438,1445.2,123.1,424.04,0.03025,0.443,214.84,6.95,16.96,1
3.429,2.665,0.496,0.0105,0.0641,7.6,651,0.164,1520.1,165.4,28.2,Permanent,0,4.3205,1432.7,87.4,77.85,0.05502,0.621,79.6,17.02,100.0,0
3.068,2.748,0.329,0.0583,0.0218,9.9,1188,0.058,1587.0,136.8,13.1,Permanent,0,4.0033,1442.1,144.9,91.02,0.0179,0.287,17.13,40.0,73.19,0
3.484,1.995,0.414,0.0383,0.0549,7.3,754,0.111,1509.5,278.0,47.9,Permanent,0,4.1621,1436.5,73.0,70.47,0.04744,0.631,228.99,5.38,100.0,0
3.658,2.055,0.38,0.0152,0.0624,7.6,682,0.149,1519.0,270.9,59.0,Sand,1,4.3482,1431.1,87.9,77.58,0.05354,0.685,522.73,2.39,100.0,0
3.364,2.385,0.469,0.0324,0.0447,3.4,759,0.129,1528.0,260.9,33.0,Permanent,0,4.1702,1436.7,91.3,82.91,0.04172,0.616,108.71,11.65,99.32,0
3.623,1.482,0.372,0.0946,0.0432,11.9,426,0.249,1498.3,152.9,28.8,Sand,1,4.1484,1436.7,61.6,50.51,0.03409,0.424,124.2,10.83,100.0,0
3.674,2.377,0.435,0.0179,0.0694,3.9,749,0.082,1548.1,201.0,27.4,Permanent,0,4.4725,1428.1,120.0,51.31,0.06423,0.825,75.05,17.95,100.0,0
3.924,2.734,0.572,0.0995,0.0525,6.3,357,0.107,1529.2,94.0,10.5,Sand,1,4.8688,1418.2,110.9,15.22,0.04624,0.586,16.59,40.0,80.71,0
3.753,2.441,0.424,0.0401,0.0665,3.8,809,0.178,1528.7,222.3,12.3,Permanent,0,4.5796,1425.4,103.3,130.59,0.06162,0.727,15.21,40.0,93.23,0
3.801,1.534,0.419,0.0329,0.0427,13.2,468,0.198,1445.9,148.8,24.6,Sand,1,4.3231,1431.3,14.6,48.37,0.03283,0.381,90.71,14.3,84.01,0
3.416,1.96,0.331,0.0332,0.0729,5.0,737,0.118,1559.6,256.0,22.9,Permanent,0,4.0804,1438.7,120.9,71.77,0.06588,0.8,52.59,24.79,98.63,0
3.417,1.53,0.288,0.0843,0.0338,12.9,1124,0.122,1560.3,54.6,76.3,Sand,1,3.9547,1442.1,118.3,171.78,0.02611,0.34,874.0,1.72,68.09,0
3.686,2.061,0.461,0.0167,0.0622,7.6,770,0.144,1548.5,226.7,25.0,Die,2,4.3788,1430.3,118.2,95.28,0.05343,0.539,49.81,26.54,98.53,0
3.57,2.356,0.393,0.0363,0.0496,6.6,664,0.168,1500.4,199.9,21.7,Sand,1,4.3679,1431.2,69.2,82.89,0.04345,0.607,70.55,18.43,100.0,0
3.432,2.627,0.318,0.0155,0.0666,2.7,707,0.102,1525.7,181.3,47.4,Permanent,0,4.3124,1432.9,92.8,56.95,0.06319,0.798,224.95,5.98,100.0,0
3.876,1.797,0.735,0.0383,0.0571,15.5,1409,0.117,1469.1,111.9,26.7,Permanent,0,4.4874,1427.1,42.0,259.27,0.04187,0.432,71.37,19.02,60.78,1
3.412,2.124,0.31,0.0434,0.0547,6.7,629,0.084,1546.0,280.5,44.6,Sand,1,4.1348,1437.5,108.5,37.2,0.04789,0.632,298.74,4.24,98.85,0
3.571,2.091,0.25,0.0168,0.0633,4.2,526,0.127,1502.9,205.2,39.5,Sand,1,4.2734,1433.3,69.6,39.38,0.05822,0.711,233.83,5.55,100.0,0
3.341,2.377,0.419,0.013,0.0698,5.2,523,0.101,1518.4,162.0,55.0,Die,2,4.1378,1437.4,80.9,30.81,0.06293,0.751,241.87,5.61,99.27,0
3.652,1.932,0.438,0.0402,0.0402,3.0,746,0.127,1514.2,171.3,25.5,Permanent,0,4.3089,1432.3,81.9,78.82,0.03786,0.606,65.03,20.65,98.88,0
3.485,2.214,0.443,0.0228,0.0688,5.5,707,0.177,1538.5,238.5,21.0,Die,2,4.2311,1434.7,103.8,99.05,0.06165,0.75,35.35,36.77,100.0,0
3.55,2.509,0.761,0.0934,0.0457,9.8,281,0.172,1472.5,57.6,30.1,Permanent,0,4.417,1430.5,41.9,15.17,0.03757,0.432,90.71,15.6,73.94,0
3.424,2.225,0.325,0.0219,0.0575,7.3,755,0.145,1545.9,221.3,10.4,Permanent,0,4.1728,1436.3,109.6,92.37,0.0497,0.593,10.88,40.0,96.17,0
3.537,2.629,0.474,0.0273,0.0399,4.0,630,0.123,1504.7,236.2,16.4,Permanent,0,4.4224,1429.9,74.8,54.66,0.0369,0.529,26.79,40.0,97.81,0
3.592,2.673,0.259,0.0259,0.0391,5.1,664,0.165,1509.4,193.7,44.2,Die,2,4.4914,1428.0,81.4,81.58,0.03533,0.515,156.63,8.4,100.0,0
3.759,2.421,0.338,0.0223,0.0685,4.6,836,0.129,1545.3,211.9,51.2,Permanent,0,4.5736,1425.4,120.0,100.56,0.06243,0.796,262.63,5.08,100.0,0
3.398,2.069,0.316,0.0244,0.0386,5.7,667,0.111,1549.7,206.8,14.3,Permanent,0,4.0959,1438.3,111.4,55.22,0.0345,0.547,20.34,40.0,96.75,0
3.75,2.648,0.43,0.0409,0.054,6.0,894,0.104,1505.2,250.3,53.5,Permanent,0,4.646,1423.8,81.4,93.05,0.04798,0.643,286.55,4.38,100.0,0
3.495,2.1,0.313,0.0783,0.0263,12.3,1541,0.191,1504.5,72.4,46.1,Permanent,0,4.2213,1435.3,69.1,506.74,0.02055,0.244,212.89,6.73,0.0,1
3.655,2.53,0.778,0.0263,0.0418,5.8,1346,0.131,1607.8,150.1,69.5,Sand,1,4.5071,1427.4,180.4,264.64,0.03727,0.509,723.98,2.01,53.25,1
3.303,2.646,0.317,0.0295,0.0605,3.8,546,0.086,1544.7,223.4,36.6,Permanent,0,4.1945,1436.4,108.4,28.55,0.05607,0.604,134.18,9.85,100.0,0
3.769,2.507,0.466,0.0469,0.0633,5.0,747,0.151,1523.9,276.4,25.8,Permanent,0,4.6205,1424.4,99.5,93.94,0.05725,0.7,66.58,18.74,100.0,0
3.7,1.98,0.325,0.0219,0.0634,2.2,899,0.108,1536.7,276.0,13.7,Permanent,0,4.3673,1430.6,106.2,97.72,0.06068,0.757,18.7,40.0,100.0,0
3.56,2.58,0.499,0.0263,0.059,2.2,718,0.114,1546.7,276.1,56.4,Sand,1,4.4291,1429.7,117.1,65.43,0.05645,0.721,476.85,2.66,100.0,0
3.761,2.441,0.345,0.0381,0.0724,6.9,682,0.137,1545.2,237.0,39.0,Sand,1,4.5878,1425.2,120.1,71.29,0.06311,0.764,228.43,5.73,100.0,0
3.61,1.985,0.441,0.0341,0.0603,2.5,626,0.095,1531.9,240.5,31.3,Permanent,0,4.2833,1433.0,98.9,41.82,0.05738,0.711,98.28,13.14,100.0,0
3.664,1.934,0.39,0.0368,0.0381,5.4,762,0.088,1503.0,246.1,39.5,Permanent,0,4.3207,1431.9,71.0,57.11,0.03423,0.526,155.66,8.07,100.0,0
3.527,2.383,0.309,0.0272,0.0593,5.8,744,0.147,1505.1,218.1,12.3,Die,2,4.3302,1432.2,73.0,90.69,0.05282,0.709,12.05,40.0,100.0,0
3.338,2.676,0.375,0.0448,0.0421,4.7,714,0.175,1501.8,206.4,14.9,Permanent,0,4.2454,1435.1,66.7,99.78,0.03834,0.558,22.3,40.0,98.77,0
3.692,1.609,0.38,0.0923,0.0413,12.7,1349,0.139,1587.6,137.0,68.0,Die,2,4.2595,1433.7,153.9,282.64,0.03208,0.424,369.97,3.92,51.58,1
4.056,2.683,0.428,0.0432,0.0497,9.3,497,0.106,1453.9,102.6,42.4,Permanent,0,4.9653,1415.0,38.9,29.25,0.04125,0.533,179.44,7.53,83.06,0
3.521,2.383,0.28,0.0434,0.0642,3.0,620,0.111,1519.6,266.0,29.1,Sand,1,4.3295,1432.4,87.3,47.62,0.06042,0.728,126.95,9.88,100.0,0
3.957,2.833,0.681,0.0604,0.0274,10.4,409,0.166,1476.6,73.0,73.8,Permanent,0,4.9215,1416.5,60.0,30.97,0.02221,0.351,544.98,2.58,75.34,0
3.503,2.472,0.406,0.014,0.0613,3.3,886,0.154,1538.0,290.1,20.5,Permanent,0,4.3322,1432.1,105.9,135.31,0.05742,0.795,42.22,29.56,94.72,0
3.383,1.962,0.449,0.0265,0.0416,3.9,718,0.106,1537.4,292.1,20.5,Permanent,0,4.0463,1439.6,97.8,61.29,0.03846,0.559,42.21,29.5,97.34,0
3.684,2.43,0.351,0.0444,0.0432,2.7,614,0.125,1533.9,241.8,46.4,Permanent,0,4.5085,1427.4,106.5,52.48,0.04094,0.592,215.14,6.01,97.68,0
3.451,2.177,0.392,0.0344,0.0598,3.3,812,0.117,1553.1,205.1,48.9,Sand,1,4.1878,1436.0,117.1,86.5,0.05598,0.717,358.65,3.76,100.0,0
3.967,2.156,0.339,0.0869,0.0283,10.1,415,0.151,1598.1,94.9,61.2,Sand,1,4.7148,1421.7,176.5,29.02,0.0231,0.488,561.14,2.68,67.37,0
3.542,3.12,0.206,0.0481,0.049,9.1,1426,0.108,1486.6,73.9,69.6,Permanent,0,4.5985,1425.9,60.7,246.21,0.04083,0.483,484.79,2.91,72.22,0
4.13,1.947,0.563,0.0547,0.0402,15.5,1211,0.209,1499.3,129.2,34.9,Die,2,4.7974,1418.8,80.5,342.26,0.02953,0.308,97.23,14.09,43.36,1
3.443,2.487,0.526,0.0362,0.0445,2.2,786,0.139,1522.0,180.8,55.1,Sand,1,4.2839,1433.7,88.3,96.14,0.04264,0.618,455.25,2.95,100.0,0
3.744,2.586,0.337,0.0321,0.0591,5.6,835,0.163,1550.6,193.3,26.1,Sand,1,4.617,1424.5,126.1,127.3,0.05275,0.633,102.05,13.3,97.2,0
3.757,2.486,0.257,0.0181,0.0513,3.1,736,0.095,1511.7,176.8,37.5,Permanent,0,4.5915,1424.9,86.8,57.6,0.04816,0.653,140.45,9.5,100.0,0
3.325,2.294,0.457,0.0178,0.0656,6.5,655,0.117,1526.6,237.3,42.0,Die,2,4.0956,1438.5,88.0,56.11,0.05766,0.62,140.84,9.15,100.0,0
3.404,2.384,0.764,0.0713,0.0446,12.4,1112,0.231,1532.4,62.4,49.2,Die,2,4.2229,1435.6,96.8,319.18,0.03479,0.377,193.71,7.59,49.42,1
3.635,2.468,0.535,0.0312,0.0662,5.0,643,0.117,1543.7,199.1,39.8,Permanent,0,4.4677,1428.5,115.2,54.23,0.05992,0.687,158.25,8.5,100.0,0
3.723,2.089,0.308,0.0453,0.066,2.5,897,0.1,1525.2,189.4,31.9,Permanent,0,4.4344,1429.0,96.2,89.85,0.06277,0.735,101.78,13.12,100.0,0
3.705,1.493,0.19,0.03,0.0329,5.5,490,0.087,1471.9,65.1,44.0,Permanent,0,4.213,1434.3,37.6,23.29,0.02947,0.499,193.41,7.27,79.46,0
3.482,2.581,0.451,0.0172,0.0633,2.1,504,0.106,1549.6,182.7,36.3,Permanent,0,4.3476,1431.9,117.7,30.22,0.06075,0.806,131.54,10.39,100.0,0
3.751,2.431,0.555,0.046,0.0337,12.5,468,0.064,1587.6,93.7,40.8,Permanent,0,4.5766,1425.5,162.1,15.65,0.02628,0.364,166.49,8.97,73.26,0
3.787,1.949,0.508,0.0249,0.0572,3.0,680,0.148,1535.3,214.2,56.5,Permanent,0,4.4446,1428.4,106.9,76.76,0.05384,0.69,318.94,4.14,100.0,0
3.772,2.691,0.46,0.0478,0.0436,7.7,847,0.136,1530.5,194.3,27.3,Permanent,0,4.6852,1422.8,107.7,108.76,0.03737,0.47,74.42,17.96,99.86,0
3.736,2.524,0.315,0.0384,0.0431,3.7,754,0.173,1555.9,167.5,33.7,Permanent,0,4.59,1425.2,130.7,109.83,0.03996,0.59,113.72,12.21,100.0,0
3.469,1.901,0.531,0.0177,0.0589,5.0,828,0.1,1532.3,226.9,38.2,Permanent,0,4.1082,1437.7,94.6,76.65,0.05328,0.648,146.1,8.93,96.2,0
3.389,2.114,0.223,0.0413,0.0571,5.7,1466,0.168,1440.3,144.4,76.5,Permanent,0,4.1077,1438.2,2.1,402.64,0.05103,0.586,584.81,2.22,17.76,1
3.535,2.396,0.323,0.0138,0.0538,2.4,624,0.098,1546.1,209.6,33.2,Sand,1,4.3381,1431.9,114.3,42.62,0.05126,0.756,165.77,8.06,100.0,0
3.662,2.97,0.351,0.0856,0.0344,17.3,370,0.226,1523.8,56.0,66.1,Sand,1,4.6804,1423.7,100.1,34.68,0.02436,0.172,655.4,2.24,79.8,0
3.048,2.778,0.505,0.0582,0.0361,12.2,1346,0.087,1570.4,150.7,80.8,Permanent,0,3.9931,1442.4,127.9,177.12,0.02835,0.414,653.35,2.17,76.44,0
3.318,1.984,0.401,0.0134,0.0635,3.7,865,0.124,1557.5,293.7,43.9,Permanent,0,3.9836,1441.2,116.2,103.67,0.05897,0.692,192.55,6.56,96.8,0
3.737,2.476,0.44,0.0266,0.0386,6.7,684,0.158,1527.4,192.4,41.6,Sand,1,4.5711,1425.6,101.8,82.63,0.03379,0.466,259.58,5.14,98.16,0
3.789,2.159,0.465,0.0427,0.065,3.0,602,0.142,1505.6,210.6,51.9,Permanent,0,4.5232,1426.6,79.0,57.63,0.06127,0.767,269.31,4.81,100.0,0
3.556,1.931,0.292,0.0495,0.0454,6.8,666,0.148,1545.2,287.9,22.0,Permanent,0,4.2165,1435.0,110.3,73.38,0.03961,0.587,48.32,26.02,98.38,0
3.374,2.396,0.529,0.0499,0.0631,5.1,586,0.099,1505.0,230.8,14.7,Permanent,0,4.1891,1436.4,68.6,38.16,0.05697,0.679,21.68,40.0,98.67,0
4.026,1.755,0.233,0.0473,0.0495,6.4,231,0.088,1457.5,119.7,18.8,Die,2,4.6267,1423.2,34.2,5.24,0.04357,0.544,28.31,40.0,75.22,0
3.422,2.065,0.289,0.0368,0.061,7.5,757,0.087,1559.3,292.1,10.0,Sand,1,4.1225,1437.7,121.7,55.69,0.0525,0.707,15.09,40.0,100.0,0
3.527,2.079,0.382,0.0451,0.0385,6.3,535,0.146,1509.1,299.1,39.7,Permanent,0,4.2355,1434.6,74.5,46.8,0.03392,0.527,157.61,7.68,100.0,0
3.623,1.441,0.719,0.07,0.0456,9.1,1474,0.211,1485.4,68.8,22.2,Sand,1,4.127,1437.0,48.4,511.95,0.03805,0.531,73.63,19.24,4.22,1
3.696,1.944,0.379,0.0379,0.0462,7.6,647,0.089,1559.8,281.7,12.0,Permanent,0,4.3563,1431.0,128.8,41.76,0.03967,0.6,14.29,40.0,97.25,0
3.441,2.303,0.523,0.0425,0.0459,2.0,536,0.142,1520.6,277.7,37.3,Permanent,0,4.2231,1435.2,85.3,45.64,0.04409,0.656,139.03,8.94,100.0,0
3.38,1.75,0.563,0.0516,0.0583,11.5,557,0.082,1466.7,63.5,56.8,Permanent,0,3.9802,1441.4,25.3,28.62,0.04633,0.536,322.91,4.35,77.67,0
3.37,2.192,0.279,0.0381,0.0595,6.4,758,0.128,1543.0,229.2,18.7,Permanent,0,4.1132,1438.1,104.9,82.03,0.05231,0.647,34.82,37.73,95.7,0
3.752,2.439,0.496,0.0304,0.0665,5.9,690,0.166,1537.0,202.4,42.4,Permanent,0,4.5752,1425.4,111.6,88.07,0.05913,0.753,180.13,7.41,100.0,0
3.56,1.952,0.476,0.0425,0.0592,7.9,656,0.169,1508.6,151.6,46.1,Sand,1,4.2246,1434.7,73.9,81.46,0.05055,0.585,318.12,4.27,100.0,0
3.675,2.4,0.557,0.0966,0.025,8.2,1196,0.175,1475.7,149.4,50.3,Permanent,0,4.5076,1427.9,47.8,279.96,0.02121,0.333,252.87,5.24,47.82,1
3.779,2.289,0.505,0.049,0.065,7.9,538,0.121,1534.3,233.7,49.5,Sand,1,4.558,1425.9,108.4,39.23,0.05557,0.676,367.0,3.54,100.0,0
3.307,1.993,0.344,0.0145,0.0411,7.5,739,0.086,1557.6,263.0,56.6,Permanent,0,3.9765,1441.4,116.1,52.45,0.0354,0.488,319.85,4.05,95.13,0
3.678,2.242,0.443,0.0128,0.0602,5.8,563,0.132,1503.0,208.9,42.3,Sand,1,4.4299,1429.1,74.0,46.89,0.0536,0.656,268.71,4.82,100.0,0
3.451,2.269,0.553,0.0965,0.057,10.4,1166,0.055,1555.4,71.9,28.9,Sand,1,4.2396,1435.2,120.1,84.24,0.04635,0.497,125.61,11.81,95.52,0
3.438,2.225,0.473,0.0312,0.0521,7.5,519,0.111,1550.2,222.9,22.3,Permanent,0,4.1906,1435.9,114.3,33.28,0.04485,0.492,49.95,26.57,100.0,0
3.437,2.575,0.409,0.0171,0.0428,6.0,862,0.131,1507.8,195.6,42.7,Permanent,0,4.3012,1433.2,74.6,108.77,0.03798,0.465,182.02,7.21,99.93,0
3.49,2.24,0.534,0.0246,0.0608,6.4,888,0.089,1546.8,273.2,18.3,Permanent,0,4.2453,1434.3,112.4,78.12,0.05347,0.683,33.58,37.93,100.0,0
3.579,2.532,0.294,0.0346,0.0388,5.6,502,0.136,1517.3,256.8,50.1,Sand,1,4.4344,1429.5,87.8,38.3,0.03467,0.458,376.79,3.35,100.0,0
3.497,2.365,0.361,0.0485,0.065,7.6,762,0.088,1518.4,234.9,16.6,Sand,1,4.3016,1433.2,85.2,57.06,0.05583,0.687,41.47,30.95,100.0,0
3.406,2.009,0.443,0.0466,0.046,3.5,817,0.177,1541.9,165.3,25.8,Permanent,0,4.0911,1438.6,103.3,132.19,0.04287,0.709,66.56,20.68,94.22,0
4.147,2.777,0.602,0.0467,0.0526,17.2,1432,0.136,1595.3,153.9,85.9,Sand,1,5.0879,1411.7,183.7,311.68,0.03726,0.403,1107.24,1.3,30.41,1
3.371,2.093,0.369,0.0443,0.0512,6.8,772,0.146,1538.8,217.1,21.6,Permanent,0,4.0837,1438.9,99.9,97.22,0.04465,0.585,46.83,28.22,97.19,0
3.963,2.442,0.446,0.0377,0.034,12.1,1423,0.149,1606.3,92.5,20.4,Permanent,0,4.7893,1419.5,186.8,337.19,0.02666,0.36,41.48,36.5,21.73,1
3.843,2.11,0.784,0.048,0.0202,15.1,524,0.137,1486.9,68.7,56.2,Sand,1,4.5627,1425.5,61.4,42.03,0.01498,0.163,473.37,3.0,75.73,0
3.311,1.991,0.262,0.027,0.0748,3.3,581,0.171,1539.7,183.3,39.8,Sand,1,3.9836,1441.4,98.3,64.49,0.06995,0.861,237.28,5.72,94.98,0
3.417,2.286,0.431,0.0103,0.0511,2.5,639,0.084,1558.1,183.3,41.0,Sand,1,4.1829,1436.0,122.1,38.43,0.04861,0.762,252.28,5.45,100.0,0
3.764,2.298,0.387,0.0272,0.0542,2.5,519,0.156,1528.6,193.5,49.6,Permanent,0,4.5393,1426.2,102.4,46.82,0.05164,0.636,245.84,5.43,100.0,0
3.378,2.398,0.363,0.0273,0.0719,6.1,721,0.093,1528.5,269.2,29.5,Sand,1,4.1865,1436.2,92.3,53.73,0.06366,0.746,130.57,9.64,100.0,0
3.38,1.979,0.543,0.0265,0.0658,5.3,721,0.145,1529.8,260.6,52.6,Sand,1,4.0486,1439.5,90.2,84.08,0.05915,0.703,415.43,3.06,100.0,0
3.056,1.474,0.489,0.0532,0.0251,7.8,1104,0.071,1599.4,79.3,26.2,Sand,1,3.5651,1452.6,146.7,97.35,0.02148,0.396,103.04,14.75,61.83,1
3.556,2.117,0.504,0.0379,0.0523,4.9,628,0.179,1513.2,179.9,39.1,Permanent,0,4.2747,1433.5,79.7,79.23,0.04738,0.616,152.68,8.73,100.0,0
3.585,2.789,0.753,0.07,0.0294,6.2,447,0.129,1592.5,146.7,62.6,Permanent,0,4.5385,1427.3,165.2,28.7,0.02591,0.498,392.06,3.69,77.32,0
3.056,2.182,0.775,0.0774,0.055,17.9,483,0.08,1607.0,139.9,50.2,Permanent,0,3.8086,1447.0,160.0,20.98,0.03851,0.365,251.58,5.83,74.74,0
3.34,2.11,0.354,0.0449,0.0692,5.6,827,0.174,1508.7,232.9,16.9,Permanent,0,4.058,1439.6,69.1,133.39,0.0618,0.761,28.47,40.0,94.91,0
3.357,2.395,0.531,0.0151,0.0451,5.4,580,0.148,1532.5,211.1,31.1,Permanent,0,4.1609,1436.8,95.6,55.49,0.04047,0.6,96.75,13.66,99.28,0
3.9,1.486,0.233,0.0808,0.0293,6.4,451,0.172,1486.7,105.3,87.7,Die,2,4.4221,1428.9,57.8,39.0,0.02575,0.43,614.94,2.25,87.43,0
3.664,2.33,0.465,0.0312,0.0578,3.6,590,0.091,1514.0,253.4,34.6,Permanent,0,4.4508,1428.8,85.2,35.48,0.0538,0.672,119.83,10.52,100.0,0
3.434,1.903,0.374,0.0267,0.0581,7.8,601,0.121,1502.0,231.6,19.8,Die,2,4.0774,1438.6,63.3,49.09,0.04973,0.591,31.47,40.0,96.45,0
3.668,2.609,0.456,0.0305,0.0687,3.1,721,0.157,1536.5,284.1,58.8,Permanent,0,4.5474,1426.4,110.1,91.23,0.06452,0.818,345.52,3.62,100.0,0
3.151,1.799,0.529,0.0204,0.0284,10.6,543,0.184,1577.8,65.4,70.3,Sand,1,3.7571,1447.4,130.4,60.66,0.02299,0.394,741.56,2.04,71.76,0
3.599,2.688,0.31,0.017,0.0635,7.8,863,0.109,1509.1,195.7,55.9,Permanent,0,4.5013,1427.7,81.4,91.09,0.05434,0.624,313.0,4.2,100.0,0
3.591,2.276,0.492,0.0249,0.054,7.9,571,0.096,1504.0,270.4,37.6,Permanent,0,4.3577,1431.3,72.7,34.99,0.04604,0.606,141.55,8.71,98.64,0
3.332,2.473,0.544,0.0358,0.0516,6.0,699,0.129,1556.5,262.2,10.8,Sand,1,4.1686,1436.9,119.6,70.26,0.04577,0.56,17.39,40.0,100.0,0
3.347,2.095,0.263,0.0111,0.0505,7.8,887,0.123,1529.3,273.1,37.0,Permanent,0,4.0489,1439.5,89.8,108.2,0.04325,0.475,137.04,9.17,98.26,0
3.759,2.355,0.422,0.0358,0.0733,5.6,900,0.153,1500.5,150.4,48.9,Sand,1,4.5562,1425.9,74.6,138.79,0.06554,0.756,358.21,3.77,92.81,0
3.824,1.857,0.424,0.0616,0.0422,8.3,1233,0.219,1531.8,96.6,76.2,Die,2,4.4638,1428.1,103.7,372.98,0.03574,0.422,464.61,3.09,42.7,1
3.439,1.633,0.763,0.0538,0.027,10.5,581,0.176,1553.0,146.0,11.8,Die,2,4.0012,1440.6,112.3,66.33,0.02185,0.37,11.12,40.0,83.87,0
3.472,2.72,0.741,0.0625,0.0266,14.3,301,0.193,1532.9,110.3,32.5,Sand,1,4.3994,1431.0,101.8,19.48,0.01995,0.29,158.11,9.0,79.27,0
3.798,2.607,0.314,0.0133,0.0648,5.0,534,0.148,1501.0,262.3,40.9,Permanent,0,4.6719,1422.8,78.2,47.12,0.05863,0.783,167.35,7.4,98.4,0
3.745,2.31,0.369,0.0188,0.0607,4.3,704,0.155,1514.8,175.0,42.5,Permanent,0,4.5212,1426.7,88.1,86.16,0.05572,0.724,180.44,7.43,100.0,0
3.424,2.232,0.367,0.0345,0.0386,2.5,710,0.106,1554.3,163.1,27.4,Sand,1,4.1797,1436.3,118.0,59.95,0.03677,0.634,112.96,12.32,99.21,0
3.518,2.388,0.495,0.0191,0.0655,5.1,660,0.126,1527.9,206.5,21.5,Sand,1,4.3207,1432.4,95.6,61.31,0.05922,0.808,69.41,19.04,100.0,0
3.421,1.978,0.478,0.0395,0.0469,4.1,655,0.158,1514.5,185.2,13.3,Sand,1,4.0934,1438.4,76.1,75.67,0.04319,0.567,26.55,40.0,99.28,0
4.121,2.974,0.335,0.027,0.0533,12.6,595,0.113,1576.9,103.9,80.6,Sand,1,5.1216,1410.8,166.1,44.59,0.04146,0.423,975.37,1.51,78.55,0
3.387,2.412,0.26,0.0333,0.0695,6.0,796,0.176,1529.7,284.6,35.1,Die,2,4.2027,1435.9,93.9,124.48,0.06166,0.727,98.34,12.66,99.19,0
3.765,2.499,0.292,0.0439,0.0557,7.4,736,0.106,1536.1,270.6,37.9,Sand,1,4.6131,1424.6,111.5,64.2,0.04799,0.558,216.01,5.86,97.63,0
3.551,2.561,0.286,0.0171,0.06,7.7,524,0.103,1514.1,261.8,23.0,Sand,1,4.4104,1430.1,84.0,31.53,0.05137,0.603,79.38,15.78,99.08,0
3.877,2.764,0.222,0.0608,0.0386,6.8,1445,0.244,1473.9,54.3,23.1,Sand,1,4.8189,1419.3,54.5,570.8,0.03374,0.411,80.34,17.67,0.0,1
3.571,2.154,0.453,0.0405,0.0707,3.9,702,0.09,1544.9,155.6,51.6,Die,2,4.3022,1432.8,112.1,49.52,0.06539,0.779,213.16,6.52,100.0,0
3.26,2.608,0.17,0.0724,0.0203,11.9,1495,0.225,1567.1,135.1,89.7,Permanent,0,4.1533,1437.9,129.2,561.24,0.01604,0.243,804.91,1.78,0.0,1
3.518,2.594,0.404,0.023,0.0504,4.0,577,0.108,1544.0,202.3,53.7,Die,2,4.391,1430.7,113.3,40.13,0.04659,0.62,230.62,5.82,100.0,0
3.335,2.152,0.385,0.0221,0.0478,4.8,733,0.134,1551.4,233.7,46.8,Sand,1,4.0595,1439.4,112.0,80.64,0.04345,0.616,329.21,4.0,100.0,0
3.361,2.198,0.421,0.0499,0.0528,6.9,758,0.134,1548.9,256.7,55.7,Sand,1,4.1102,1438.3,110.6,85.91,0.04603,0.599,464.8,2.78,98.67,0
3.306,1.922,0.393,0.0253,0.0425,7.0,614,0.127,1544.3,200.1,11.7,Permanent,0,3.9551,1442.1,102.3,53.52,0.03694,0.522,13.61,40.0,94.71,0
4.17,2.337,0.297,0.0674,0.049,5.2,591,0.182,1452.7,64.2,12.8,Permanent,0,4.9712,1414.6,38.1,70.98,0.0442,0.567,16.44,40.0,78.02,0
3.525,2.428,0.371,0.047,0.0701,6.4,686,0.149,1529.9,208.6,12.1,Sand,1,4.3501,1431.9,98.0,78.51,0.06165,0.731,21.85,40.0,100.0,0
