temperature,rpm,carbon_pct,silicon_pct,cooling_time,mold_type,metal_flow_rate,quality_score,reject
1407.0,1297,3.732,1.766,45.2,Sand,2.29,64.99,1
1486.5,1567,3.515,1.648,35.7,Permanent,1.5,49.17,1
1350.8,1204,3.161,2.935,120.7,Sand,2.18,54.86,1
1406.7,1543,3.084,2.399,111.2,Die,2.1,55.67,1
1417.7,747,3.019,2.593,104.8,Die,1.32,66.33,0
1441.4,1077,3.166,1.973,30.1,Permanent,0.96,74.14,0
1506.4,934,3.891,2.09,113.6,Die,1.31,61.21,1
1408.9,1358,3.242,1.855,71.0,Permanent,2.15,82.11,0
1409.0,1583,3.354,1.645,61.0,Permanent,0.96,72.96,0
1475.4,931,3.105,1.769,82.4,Sand,1.55,68.19,0
1426.9,1289,3.222,2.696,34.6,Permanent,2.11,78.12,0
1388.2,878,3.519,2.516,104.4,Die,1.21,64.43,1
1426.9,1209,3.608,2.32,86.2,Permanent,1.78,97.67,0
1373.9,1118,3.245,2.213,44.6,Sand,0.99,78.02,0
1380.0,1575,3.058,2.884,44.8,Die,0.72,43.58,1
1434.7,1248,3.391,1.609,44.3,Die,2.09,80.46,0
1421.2,1015,3.234,1.921,31.0,Permanent,0.7,78.35,0
1505.5,803,3.22,2.025,86.7,Permanent,1.04,56.16,1
1411.6,836,3.96,2.674,113.2,Sand,2.21,65.17,0
1448.7,903,3.616,2.989,26.8,Permanent,1.19,63.97,1
1457.5,926,3.557,1.861,30.1,Die,2.45,71.38,0
1352.2,1466,3.416,2.811,85.1,Die,2.46,47.56,1
1462.8,1205,3.429,2.746,111.0,Permanent,1.04,69.48,0
1380.3,1171,3.541,1.837,59.3,Permanent,0.58,72.59,0
1513.4,803,3.696,2.099,61.7,Permanent,1.91,60.8,1
1375.3,1474,3.702,2.115,87.6,Die,1.4,61.35,1
1420.5,1351,3.172,2.967,53.8,Permanent,0.7,65.03,0
1364.5,761,3.5,1.771,27.8,Permanent,1.92,53.14,1
1519.5,1337,3.412,2.699,102.2,Permanent,0.56,52.27,1
1435.4,1189,3.871,2.001,90.7,Sand,2.24,74.76,0
1451.2,774,3.631,2.596,86.0,Permanent,0.78,64.89,1
1361.4,1112,3.533,2.13,102.9,Permanent,0.75,84.59,0
1477.5,1136,3.115,2.368,95.9,Die,0.85,70.33,0
1385.7,849,3.606,2.749,46.6,Die,2.42,61.87,1
1502.7,1551,3.117,2.706,62.0,Sand,1.89,43.13,1
1384.9,1465,3.337,2.8,38.2,Permanent,2.1,55.95,1
1382.4,1302,3.143,1.589,38.6,Permanent,1.3,66.27,0
1356.2,1116,3.692,2.538,96.0,Sand,1.17,75.19,0
1430.3,1071,3.206,1.71,115.2,Permanent,0.97,80.18,0
1446.0,1286,3.392,2.124,126.1,Die,1.46,70.05,0
1361.2,1191,3.896,2.323,91.0,Sand,1.6,75.72,0
1481.8,756,3.204,2.104,44.3,Permanent,1.76,59.37,1
1427.1,1161,3.508,2.279,36.1,Die,1.01,95.02,0
1439.1,1426,3.419,2.995,110.3,Die,2.4,53.43,1
1424.9,1113,3.018,1.703,85.8,Permanent,0.84,86.6,0
1418.1,747,3.793,2.513,89.9,Sand,2.43,74.81,0
1445.1,1408,3.069,2.094,107.1,Permanent,0.53,63.82,1
1376.4,881,3.474,1.7,98.8,Permanent,1.46,68.71,0
1380.9,933,3.561,1.738,112.6,Permanent,1.17,70.52,0
1496.5,848,3.628,2.924,30.9,Sand,1.4,50.57,1
1510.8,997,3.689,2.819,103.5,Die,1.64,59.86,1
1413.5,1381,3.253,2.861,114.3,Sand,1.37,64.92,1
1396.0,1167,3.01,2.987,55.0,Permanent,1.33,72.18,0
1459.5,884,3.723,1.812,92.2,Sand,1.97,73.03,0
1419.5,1490,3.536,2.033,58.0,Permanent,1.87,76.45,0
1354.3,1492,3.836,2.504,125.6,Die,2.17,46.24,1
1376.5,1484,3.821,2.226,28.5,Permanent,1.0,59.98,1
1471.7,915,3.843,2.128,85.9,Permanent,1.72,72.61,0
1462.0,1106,3.485,2.037,42.5,Permanent,1.67,81.33,0
1354.6,1586,3.334,2.391,99.8,Sand,1.24,46.5,1
1387.7,1395,3.792,2.363,43.5,Permanent,1.47,68.5,0
1389.3,724,3.451,1.742,49.7,Sand,1.13,55.98,1
1464.2,759,3.183,2.208,76.9,Permanent,0.78,65.98,0
1353.4,1118,3.855,2.33,121.1,Permanent,0.93,65.93,0
1367.7,1518,3.883,2.355,47.2,Permanent,0.71,61.67,1
1486.0,1185,3.466,1.815,40.1,Die,1.87,58.06,1
1380.4,1148,3.076,2.613,104.7,Die,1.82,71.54,0
1461.0,795,3.388,1.538,77.6,Permanent,2.4,72.22,0
1390.5,1291,3.804,2.032,120.7,Permanent,1.96,68.96,0
1366.9,1440,3.902,2.67,40.4,Permanent,0.6,54.76,1
1391.3,1042,3.203,2.346,92.8,Sand,2.27,77.54,0
1472.8,1398,3.067,1.892,49.5,Permanent,2.23,56.48,1
1495.5,1568,3.877,2.542,41.5,Die,1.39,37.46,1
1491.1,883,3.389,2.351,96.8,Die,1.67,67.84,0
1417.5,1171,3.542,2.694,87.3,Permanent,2.45,82.55,0
1463.6,958,3.968,2.603,104.3,Permanent,1.56,68.34,0
1384.8,1414,3.067,2.415,57.5,Die,2.31,59.73,1
1399.8,1220,3.648,2.232,72.0,Die,0.67,89.54,0
1502.4,1271,3.074,1.7,67.6,Permanent,0.88,69.68,0
1352.2,1418,3.375,1.892,128.3,Permanent,1.38,54.5,1
1364.5,1056,3.804,2.129,55.7,Permanent,1.67,74.66,0
1385.3,1524,3.433,2.399,56.0,Permanent,2.13,58.32,1
1354.5,1180,3.997,2.271,62.2,Permanent,2.48,69.91,0
1380.8,842,3.559,1.932,84.3,Permanent,1.28,79.53,0
1449.1,1326,3.321,1.51,51.5,Sand,0.59,63.36,1
1421.6,1414,3.22,2.244,121.1,Permanent,2.1,62.22,1
1501.8,985,3.351,1.928,52.9,Permanent,1.71,70.71,0
1489.0,1471,3.373,2.602,119.1,Permanent,0.9,56.38,1
1408.1,1516,3.069,1.536,35.9,Die,1.49,50.75,1
1394.1,949,3.37,2.377,93.9,Die,1.98,78.27,0
1414.5,1585,3.464,2.912,120.2,Permanent,2.04,60.04,1
1450.4,827,3.723,1.762,42.7,Permanent,1.5,69.33,0
1395.6,882,3.657,2.207,126.7,Die,1.11,66.52,0
1456.1,866,3.709,1.637,72.6,Permanent,2.45,73.77,0
1419.6,1505,3.008,2.439,124.3,Permanent,1.83,61.51,1
1443.8,1289,3.218,2.326,96.1,Permanent,1.32,74.05,0
1424.1,837,3.662,2.111,56.7,Permanent,1.06,72.61,0
1400.1,1096,3.484,2.282,44.8,Permanent,1.96,93.36,0
1511.2,1254,3.005,2.845,56.9,Die,0.98,57.0,1
1479.8,775,3.804,1.794,34.8,Sand,0.84,51.67,1
1373.8,1494,3.773,1.534,40.1,Permanent,1.56,51.72,1
1497.6,1423,3.548,2.792,36.0,Die,1.08,49.93,1
1432.9,1155,3.066,2.366,69.4,Permanent,1.76,85.34,0
1502.1,1570,3.767,2.836,108.5,Permanent,0.74,39.57,1
1486.0,1076,3.584,2.395,39.8,Sand,1.81,64.74,1
1422.3,1586,3.782,2.715,38.7,Sand,1.07,55.35,1
1353.8,1301,3.752,2.145,92.6,Permanent,0.5,61.67,1
1395.7,1271,3.803,2.625,45.7,Permanent,0.75,73.16,0
1442.1,849,3.518,2.87,35.2,Sand,2.37,65.14,0
1457.7,1494,3.14,2.358,42.5,Sand,2.23,60.4,1
1393.8,1085,3.671,1.771,122.0,Sand,0.97,78.88,0
1373.7,846,3.62,1.903,111.3,Permanent,2.06,67.48,0
1491.9,711,3.742,1.798,62.2,Permanent,1.72,57.89,1
1517.3,1204,3.17,1.87,93.9,Permanent,2.44,58.91,1
1439.4,1175,3.195,1.96,81.4,Permanent,1.25,82.77,0
1379.2,1347,3.89,2.333,96.1,Die,1.86,69.51,0
1396.3,1501,3.75,2.382,96.7,Permanent,0.63,69.89,0
1353.1,771,3.908,2.14,91.0,Permanent,1.29,60.05,1
1505.4,1358,3.759,2.423,52.9,Sand,2.43,61.2,1
1370.0,869,3.597,1.622,29.1,Permanent,1.58,55.49,1
1448.0,1472,3.654,1.632,72.8,Permanent,1.08,63.47,1
1396.6,1437,3.889,1.758,118.6,Die,0.74,59.73,1
1444.2,1187,3.579,2.277,84.8,Die,1.91,88.4,0
1460.7,1339,3.632,1.821,112.4,Sand,1.79,70.3,0
1491.1,983,3.156,1.925,129.1,Permanent,1.25,62.19,1
1385.1,1124,3.474,2.1,42.2,Sand,2.4,73.12,0
1351.9,1439,3.716,2.718,97.6,Sand,0.54,47.76,1
1373.3,1113,3.271,1.521,95.8,Permanent,1.11,67.52,0
1503.0,1022,3.202,2.474,127.9,Permanent,2.34,55.54,1
1498.6,1145,3.314,2.503,128.5,Die,1.14,68.57,0
1451.6,1445,3.242,2.698,97.1,Permanent,1.0,68.54,0
1452.1,1002,3.215,2.899,50.6,Sand,1.57,75.11,0
1463.1,856,3.425,1.53,108.8,Permanent,2.15,56.99,1
1379.8,1341,3.908,1.731,36.2,Permanent,0.71,57.2,1
1505.5,1443,3.507,2.829,107.0,Permanent,2.39,44.76,1
1421.2,791,3.188,2.188,120.6,Die,2.09,74.26,0
1415.1,916,3.077,2.347,65.2,Permanent,0.86,78.0,0
1438.2,828,3.696,2.495,91.2,Sand,1.92,68.9,0
1358.0,1013,3.383,2.519,70.2,Sand,1.27,72.91,0
1378.3,1105,3.822,2.898,71.0,Sand,1.3,73.45,0
1475.5,1374,3.66,2.995,57.6,Die,2.07,65.79,0
1364.1,1286,3.796,2.58,105.0,Sand,2.43,55.64,1
1452.5,1259,3.272,1.931,123.3,Permanent,0.75,64.22,1
1391.7,1017,3.692,2.82,123.8,Die,1.34,62.84,1
1416.2,1457,3.264,1.574,43.4,Sand,1.46,64.33,1
1399.1,1124,3.939,1.847,116.8,Permanent,1.25,74.99,0
1410.5,1581,3.636,2.846,102.4,Permanent,1.23,55.69,1
1472.2,1271,3.325,1.884,51.5,Die,0.6,71.45,0
1400.5,814,3.27,1.831,32.1,Permanent,1.87,68.69,0
1446.3,1309,3.191,1.707,53.1,Sand,1.37,70.43,0
1430.9,993,3.695,2.789,120.8,Permanent,0.89,82.59,0
1462.8,1318,3.219,2.25,91.5,Permanent,2.13,75.81,0
1509.3,763,3.595,2.512,100.7,Sand,2.11,47.36,1
1474.5,857,3.265,1.859,52.0,Permanent,1.47,63.31,1
1386.5,1470,3.662,2.637,100.5,Permanent,1.1,65.72,0
1355.3,904,3.815,2.64,28.0,Sand,1.78,56.86,1
1394.6,1453,3.778,1.969,64.4,Permanent,1.08,68.24,0
1451.2,951,3.761,2.116,90.8,Sand,0.97,72.69,0
1358.7,1279,3.188,1.815,40.3,Die,1.96,61.79,1
1434.4,1325,3.088,2.965,111.4,Sand,0.58,60.16,1
1451.5,1161,3.699,2.468,49.7,Permanent,0.69,79.73,0
1406.8,975,3.368,2.902,93.5,Permanent,0.51,81.62,0
1481.1,891,3.432,1.955,67.5,Sand,0.81,64.34,1
1368.1,730,3.031,2.673,87.6,Die,0.64,46.05,1
1362.8,974,3.26,2.649,36.3,Die,2.49,56.61,1
1473.8,1288,3.034,2.537,26.8,Die,1.08,64.62,1
1434.2,1544,3.879,2.948,120.5,Permanent,0.8,56.25,1
1467.0,1484,3.243,2.09,53.3,Permanent,0.98,61.6,1
1423.9,1389,3.557,1.696,111.1,Permanent,2.37,69.14,0
1391.9,1410,3.039,2.508,129.9,Permanent,1.54,62.99,1
1489.2,1298,3.667,2.594,47.2,Permanent,1.23,61.82,1
1485.9,934,3.323,2.363,52.8,Die,2.25,68.24,0
1468.1,1516,3.898,1.81,94.6,Permanent,1.29,54.73,1
1396.3,1304,3.888,2.257,126.4,Permanent,1.17,66.42,0
1450.3,1204,3.325,1.968,121.2,Permanent,0.91,72.75,0
1411.4,800,3.901,2.141,77.8,Die,1.26,73.96,0
1365.6,1102,3.996,2.468,108.5,Sand,1.13,68.84,0
1505.9,1114,3.825,2.618,39.3,Sand,1.85,64.2,1
1373.3,1478,3.845,1.848,127.6,Die,1.08,35.17,1
1511.5,1192,3.249,2.108,126.3,Permanent,1.65,59.1,1
1425.8,1042,3.577,1.904,42.2,Sand,0.63,80.72,0
1381.5,1579,3.067,1.798,56.4,Permanent,0.88,58.04,1
1442.1,800,3.095,2.675,35.5,Permanent,1.31,62.24,1
1498.4,1080,3.999,2.864,53.5,Die,2.37,62.46,1
1474.5,738,3.327,2.055,110.7,Sand,1.25,63.83,1
1487.1,1366,3.748,2.627,64.7,Permanent,1.83,58.69,1
1462.0,1526,3.807,2.845,34.3,Permanent,1.01,54.6,1
1467.7,952,3.858,2.769,60.9,Sand,0.75,62.97,1
1494.4,1473,3.998,1.774,128.0,Permanent,0.62,40.32,1
1392.4,963,3.241,2.934,91.1,Permanent,1.11,70.0,0
1433.2,1520,3.04,2.065,68.7,Permanent,0.82,65.11,0
1387.6,1379,3.411,2.009,42.5,Permanent,0.85,78.02,0
1517.9,1424,3.13,1.594,128.5,Die,2.02,42.18,1
1510.5,716,3.022,2.229,111.2,Permanent,0.53,49.55,1
1356.7,1567,3.36,1.664,54.6,Permanent,1.62,52.77,1
1469.9,1354,3.784,1.873,32.4,Sand,1.26,53.58,1
1507.3,974,3.566,1.975,30.9,Die,1.51,64.69,1
1380.7,1446,3.313,2.713,37.6,Permanent,1.63,64.66,1
1446.6,953,3.654,2.813,86.0,Permanent,1.13,75.54,0
1505.6,1485,3.232,1.954,122.5,Permanent,1.09,50.65,1
1355.8,801,3.014,2.788,77.2,Sand,1.97,56.65,1
1468.6,1333,3.764,2.786,113.5,Sand,2.24,65.68,0
1400.5,1187,3.624,2.647,71.8,Die,0.89,80.28,0
1507.1,787,3.762,1.72,99.4,Die,0.7,44.05,1
1515.1,918,3.039,2.535,101.8,Sand,2.3,49.72,1
1510.5,711,3.837,2.918,43.3,Sand,1.2,46.99,1
1430.6,1122,3.62,2.524,62.9,Permanent,1.6,86.33,0
1496.5,971,3.563,1.997,91.9,Permanent,1.22,62.66,1
1493.6,1239,3.625,2.251,32.4,Die,0.75,64.88,1
1404.2,968,3.864,2.469,63.0,Permanent,1.68,79.8,0
1490.9,970,3.587,2.266,81.2,Permanent,1.55,77.49,0
1356.3,1369,3.581,1.68,129.6,Sand,0.91,53.69,1
1451.4,743,3.991,1.968,74.8,Permanent,1.4,67.14,0
1389.1,1513,3.757,2.704,110.7,Sand,2.09,45.89,1
1370.5,1467,3.442,2.792,70.4,Sand,1.68,68.35,0
1363.1,1301,3.707,1.706,108.6,Permanent,0.69,55.47,1
1468.4,1234,3.389,2.929,87.5,Die,1.6,68.88,0
1407.8,1503,3.229,1.993,118.1,Permanent,1.91,67.35,0
1473.2,867,3.597,2.493,68.1,Permanent,2.09,69.99,0
1361.1,771,3.928,2.628,88.5,Sand,1.76,54.7,1
1403.6,916,3.929,2.718,91.2,Sand,0.81,71.15,0
1441.7,1415,3.342,2.919,68.8,Sand,1.92,72.6,0
1484.4,731,3.528,1.969,40.2,Permanent,1.85,57.19,1
1404.2,1225,3.212,2.788,34.8,Sand,0.55,73.83,0
1456.4,1596,3.996,1.698,26.8,Permanent,1.32,40.77,1
1500.6,1470,3.981,2.558,116.7,Die,1.17,49.1,1
1454.7,1169,3.65,2.613,49.8,Permanent,1.84,77.1,0
1389.6,757,3.804,2.517,47.2,Sand,0.93,65.34,0
1354.1,1448,3.715,1.878,102.3,Permanent,1.68,56.33,1
1497.9,1239,3.593,2.81,58.6,Permanent,2.33,61.33,1
1353.6,803,3.053,1.753,78.1,Permanent,2.1,59.11,1
1498.7,784,3.455,1.58,42.1,Die,2.34,53.49,1
1439.9,1519,3.675,2.576,125.8,Sand,2.46,58.62,1
1509.6,1302,3.678,2.213,114.4,Die,0.52,51.62,1
1485.8,1446,3.373,2.774,115.7,Permanent,1.75,53.24,1
1519.6,1491,3.942,2.075,67.7,Permanent,1.33,50.53,1
1409.6,1215,3.167,1.752,105.0,Permanent,2.22,75.29,0
1480.4,1166,3.5,2.755,40.1,Die,1.0,73.54,0
1418.3,1087,3.691,2.323,25.9,Permanent,2.46,75.97,0
1431.6,985,3.697,1.784,27.1,Die,1.73,78.67,0
1456.7,1091,3.649,2.581,86.6,Die,2.09,81.87,0
1498.5,1396,3.275,2.267,72.8,Die,0.67,57.54,1
1517.3,1242,3.156,2.406,79.4,Sand,0.87,57.22,1
1480.6,1503,3.636,2.191,25.8,Sand,2.02,51.42,1
1421.0,1099,3.599,2.743,69.4,Sand,0.54,72.64,0
1421.6,1246,3.179,2.744,100.4,Permanent,2.13,75.5,0
1475.4,1268,3.705,2.564,71.5,Sand,0.53,64.39,1
1390.6,1233,3.455,1.658,101.9,Permanent,1.81,77.04,0
1368.8,1332,3.668,2.758,49.5,Permanent,1.23,61.06,1
1410.3,914,3.837,2.507,110.4,Permanent,1.72,75.05,0
1398.8,1161,3.17,2.546,86.8,Permanent,1.89,88.57,0
1400.4,794,3.019,2.044,47.1,Permanent,1.18,71.09,0
1389.7,1046,3.779,2.819,49.9,Permanent,0.72,77.61,0
1357.2,1139,3.61,2.588,90.9,Sand,0.64,67.22,0
1353.0,1287,3.7,1.669,112.1,Permanent,1.68,62.05,1
1517.9,1555,3.838,2.112,68.6,Sand,1.54,46.27,1
1422.7,1241,3.803,2.83,52.1,Permanent,1.98,78.65,0
1415.3,1369,3.961,1.571,116.0,Sand,1.52,65.95,0
1465.5,1156,3.536,2.942,95.3,Sand,1.34,72.92,0
1387.1,1271,3.488,2.519,72.0,Sand,1.3,83.59,0
1511.5,764,3.402,2.447,76.2,Sand,0.55,52.82,1
1483.7,929,3.154,1.906,46.4,Permanent,1.17,67.87,0
1365.2,1026,3.573,1.873,90.8,Sand,2.45,74.91,0
1421.0,1125,3.277,2.913,62.7,Permanent,2.25,89.6,0
1499.5,741,3.921,1.947,129.5,Permanent,1.16,41.2,1
1510.6,826,3.583,2.663,75.4,Sand,1.68,60.6,1
1429.5,949,3.593,2.09,76.0,Permanent,2.19,91.37,0
1454.3,1574,3.355,1.709,84.4,Sand,1.38,63.09,1
1378.4,998,3.052,1.516,121.3,Sand,0.54,52.94,1
1518.5,1134,3.032,2.316,109.1,Permanent,0.65,58.63,1
1389.4,876,3.423,2.964,72.4,Permanent,1.52,78.26,0
1510.3,1250,3.085,2.054,100.5,Permanent,2.44,54.93,1
1460.4,953,3.607,2.036,86.6,Die,1.89,76.64,0
1453.3,886,3.881,2.016,76.7,Sand,0.64,77.03,0
1437.2,1165,3.883,2.281,45.2,Permanent,0.88,83.15,0
1389.2,705,3.659,2.161,73.7,Permanent,2.04,65.65,0
1380.0,707,3.211,2.82,50.8,Sand,2.18,48.65,1
1387.5,897,3.863,2.258,121.1,Die,1.74,69.4,0
1381.7,733,3.886,2.262,60.2,Permanent,1.79,59.64,1
1482.5,797,3.197,1.708,125.0,Permanent,0.56,49.71,1
1409.5,1005,3.737,2.974,81.0,Die,2.16,79.76,0
1359.8,1422,3.287,1.875,91.3,Permanent,2.08,63.66,1
1514.7,1215,3.803,1.61,82.0,Permanent,1.02,63.79,1
1500.2,1161,3.997,2.495,38.6,Die,1.92,59.71,1
1507.7,964,3.03,2.393,64.5,Sand,0.93,65.42,0
1519.1,1539,3.897,2.123,35.4,Permanent,0.58,38.58,1
1379.6,1057,3.623,2.133,90.4,Permanent,0.9,76.16,0
1417.4,778,3.973,2.678,71.9,Permanent,0.86,70.6,0
1478.9,1255,3.465,1.794,106.7,Permanent,1.18,75.2,0
1468.3,802,3.847,2.73,48.1,Die,1.34,61.83,1
1376.2,1011,3.062,2.473,42.3,Permanent,1.52,72.92,0
1488.7,1157,3.335,2.128,67.7,Sand,1.45,83.05,0
1388.2,1487,3.067,2.187,122.3,Die,1.04,50.59,1
1388.0,1144,3.975,1.885,99.6,Permanent,0.56,67.92,0
1441.3,1332,3.817,2.628,69.0,Permanent,1.71,71.14,0
1450.8,1594,3.853,2.269,79.3,Sand,1.29,64.12,1
1448.6,818,3.938,1.981,33.8,Die,1.1,64.81,1
1365.6,947,3.085,2.394,128.4,Die,2.23,65.47,0
1499.2,1055,3.386,2.994,95.0,Permanent,1.99,68.32,0
1395.2,1080,3.071,2.153,55.0,Sand,2.22,76.6,0
1372.0,1070,3.211,2.881,86.5,Sand,1.49,73.35,0
1501.1,1517,3.229,2.018,36.5,Die,0.76,45.91,1
1512.5,1343,3.469,1.582,126.4,Permanent,1.89,44.05,1
1496.6,1247,3.269,1.806,43.4,Sand,0.91,69.75,0
1487.6,978,3.101,2.128,93.0,Die,1.38,72.0,0
1461.4,1441,3.167,1.829,50.8,Permanent,0.63,60.77,1
1443.6,1560,3.147,1.5,100.3,Permanent,2.15,58.28,1
1364.8,1439,3.973,2.873,106.6,Permanent,0.75,52.51,1
1419.4,701,3.759,2.766,95.7,Permanent,2.31,65.09,0
1413.4,1273,3.968,2.613,89.5,Permanent,2.23,73.42,0
1394.2,746,3.44,1.752,118.7,Die,1.43,64.56,1
1473.0,932,3.278,1.681,33.3,Permanent,1.99,65.83,0
1434.3,754,3.798,1.601,59.7,Permanent,1.74,66.11,0
1363.8,1243,3.326,2.586,51.1,Sand,2.11,70.42,0
1387.4,1318,3.299,2.893,128.7,Permanent,1.36,64.69,1
1466.2,803,3.233,2.146,65.9,Permanent,2.07,72.03,0
1362.9,1045,3.13,1.679,101.9,Sand,1.42,71.95,0
1494.7,1111,3.256,2.269,96.9,Die,2.38,72.17,0
1434.2,1032,3.355,2.023,47.3,Sand,1.47,86.45,0
1431.7,809,3.674,2.062,50.1,Sand,1.43,78.19,0
1450.7,1077,3.063,2.432,54.5,Permanent,2.07,78.92,0
1490.2,1376,3.211,2.578,68.2,Die,2.14,60.41,1
1409.1,764,3.809,1.666,49.6,Permanent,1.61,68.06,0
1465.3,772,3.147,1.553,27.1,Sand,0.86,46.68,1
1446.2,1019,3.343,2.991,117.3,Permanent,1.44,85.7,0
1395.4,1548,3.865,1.849,126.4,Die,2.44,43.78,1
1499.4,1302,3.155,1.581,60.9,Sand,2.01,50.22,1
1485.6,1311,3.083,1.785,60.5,Sand,2.12,64.2,1
1461.9,1026,3.485,1.558,25.7,Permanent,0.57,72.27,0
1494.6,1234,3.302,2.088,96.4,Permanent,1.44,66.61,0
1497.4,709,3.563,2.704,111.7,Sand,1.79,51.41,1
1470.4,1272,3.804,2.012,40.4,Sand,2.16,70.34,0
1492.3,1522,3.137,2.166,41.8,Permanent,0.6,49.28,1
1468.6,1251,3.581,2.513,108.0,Die,2.2,80.38,0
1465.6,1486,3.506,2.263,89.7,Die,1.6,61.8,1
1455.2,1352,3.144,2.792,29.7,Permanent,0.89,64.78,1
1478.0,809,3.624,2.799,90.4,Die,1.13,66.78,0
1377.0,1512,3.274,1.515,57.4,Sand,1.06,55.54,1
1499.7,760,3.488,2.667,63.7,Permanent,1.56,59.83,1
1498.2,1181,3.082,2.191,105.8,Permanent,0.6,63.87,1
1355.0,828,3.46,2.983,110.1,Sand,0.82,53.11,1
1490.4,711,3.306,2.225,67.0,Sand,2.13,60.31,1
1371.9,1080,3.822,2.98,124.5,Permanent,0.77,67.38,0
1407.0,966,3.057,2.632,67.7,Sand,0.97,79.81,0
1476.4,1137,3.419,1.873,106.0,Sand,1.41,70.4,0
1377.3,1219,3.458,2.308,75.8,Sand,1.53,79.81,0
1489.1,739,3.725,2.988,119.2,Permanent,2.03,44.51,1
1491.5,811,3.574,2.786,120.3,Die,1.39,53.94,1
1436.3,1203,3.667,1.646,34.2,Permanent,2.08,80.81,0
1351.1,1009,3.777,2.56,123.3,Permanent,1.74,64.09,1
1398.8,1356,3.862,2.018,111.7,Permanent,0.73,76.93,0
1454.9,1287,3.314,1.51,108.1,Permanent,0.81,67.93,0
1516.8,1461,3.538,2.105,46.1,Die,1.37,53.0,1
1457.4,1323,3.84,1.852,109.5,Permanent,1.29,68.85,0
1394.2,1087,3.989,2.728,114.3,Sand,1.99,68.93,0
1457.8,1306,3.89,2.006,55.4,Permanent,1.66,72.83,0
1441.8,948,3.371,2.741,125.0,Permanent,1.28,79.13,0
1482.6,976,3.195,1.501,30.2,Die,0.84,58.85,1
1368.2,1410,3.489,1.962,40.7,Sand,0.95,55.21,1
1479.4,1102,3.742,1.862,81.4,Permanent,1.65,76.92,0
1442.0,1419,3.493,1.85,85.5,Sand,1.35,71.28,0
1513.7,1440,3.483,1.602,92.7,Permanent,1.53,54.09,1
1408.1,1472,3.838,1.781,26.8,Permanent,0.84,64.24,1
1457.5,1525,3.361,2.333,125.8,Sand,1.83,51.98,1
1508.4,1088,3.86,1.937,29.7,Sand,2.21,58.12,1
1367.4,987,3.407,2.126,40.0,Permanent,1.02,72.46,0
1509.3,1224,3.328,2.065,26.5,Die,1.48,54.16,1
1466.9,1034,3.454,2.814,84.5,Sand,2.45,70.22,0
1361.5,1241,3.762,2.858,122.9,Permanent,1.17,57.85,1
1401.2,1335,3.126,2.239,94.9,Sand,1.69,69.98,0
1470.4,1320,3.196,1.995,111.4,Sand,0.68,61.61,1
1361.4,1037,3.951,1.66,26.4,Sand,1.71,59.2,1
1449.0,850,3.175,2.93,81.9,Permanent,0.68,66.25,0
1408.8,1087,3.568,1.59,73.3,Sand,2.42,84.72,0
1455.6,828,3.579,1.946,77.4,Permanent,1.93,82.1,0
1357.8,1501,3.49,1.947,32.6,Die,2.08,57.53,1
1498.2,1011,3.645,1.981,96.9,Sand,1.91,59.18,1
1515.5,839,3.23,1.746,77.8,Permanent,1.68,59.95,1
1514.7,723,3.553,2.675,105.3,Sand,1.4,47.16,1
1477.4,1281,3.372,1.684,76.0,Die,2.22,69.0,0
1372.1,1273,3.662,2.452,40.7,Die,2.41,63.32,1
